"","x"
"4471","Œwietny serial, polecam i czekam na nastêpne odcinki. :)"
"4472","kliknij ZOBACZ LINKI DO POZOSTA£YCH HOSTINGÓW"
"4473","http://www.facebook.com/photo.php?fbid=395907177091725&set=a.395900090425767.113233.168641279818317&type=1&theater  Mogê prosic o klikniecia lubie to pod zdjeciem? Zalozylam sie z kolezanka ze to wygra :) Pomozecie?:)"
"4474","W gg najlepsze zawsze bylo to ze wszyscy mieli swoje charaktery- kazdy byl inny, mozna bylo ich lubic albo nie ale k¹zdy by³ kreowany na jakiœ okreslony charakter, a teraz jakoœ te ró¿nice siê zatar³y. Bez sensu. Nie poznajê Blair czy nawet Chucka..a Dair to jeden z najgluszych pomyslow jakie byly..."
"4475","Teraz to brakuje jeszcze tylko tego ¿eby Chuck by³ z Seren¹ :D jak dla mnie ten serial powinien siê skoñczyæ na 3 sezonie :D"
"4476","Na koñcu nie ma napisów (w scenie jak Blair przychodzi do Dana). A co do GG - serial powinien skonczyæ siê na 3 sezonie, uwielbia³am Blair za intrygi i chamstwo, teraz sta³a siê straszn¹ kluch¹ emocjonaln¹. A to ¿eby po³¹czyæ Blair i Dana? Przegiêcie! Chc¹ zrobiæ jak¹œ Modê na sukces dla nastolatków, brakuje jeszcze po³¹czenia Chucka i Sereny, to ka¿dy bêdzie spa³ z ka¿dym :/ [no akurat Nate nie spa³ z Blair, ale by³o blisko :p]"
"4477","niech zabij¹ Ivy."
"4478","i niech Blair straci pamiêæ :D"
"4479","mi te¿ siê tak zrobi³o po iluœ tam odcinkach, ale jak siê zalogowa³am przez facebooka, to mog³am ogl¹daæ dalej :)"
"4480","juz wczoraj byl ;d"
"4481","masakra B i Humphrey. :( ohyda, we wszystkich sezonach nie bylo niczego gorszego"
"4482","a mo¿e dorzucicie TOOL ACADEMY USA???"
"4483","dlaczego po przypadkowym wy³¹cznie filmu i ogl¹dniêciu mo¿e pierwszych 10 min (max !), nie moge w³¹czyæ kolejny raz, bo mi limit wyskakuje ? :// co za cholerstwo, teraz nie moge nigdzie obejrzeæ"
"4484","a myœleliœcie o podziale seriali na kategorie ?  :) "
"4485","kiedy mo¿na sie spodziewaæ nowego odcinka californication ? "
"4486","spróbujê ,zobaczymy..."
"4487","kiedy bedzie unforgettable z napisami ????"
"4488","masaktycznie siê robi..ale myœlê ¿e po takim okresie \ciep³ych kluchów\"" coœ siê ruszy i bêdzie normalna gg.. :)"""
"4489","Kiedy t³umaczenie Jane by Design bêdzie dostêpne?"
"4490","Tego serialu nie ma na liœcie seriali do subskrybowania. Proszê o poprawienie :D"
"4491","kiedy polskie napisy do Skinsów siê pojawi¹?"
"4492","co siê dzieje z 8odc sezonu5 Californication ? "
"4493","tylko spyta³am o TOOL ACADEMY a wy kasujecie moj komentarz"
"4494","Kiedy bêdzie dostêpny 2 sezon Terra Nova?"
"4495","CO SIÊ DZIEJE Z TYMI NAPISAMI?? SKINS, ALCATRAZ, HAWAII FIVE O.. DLACZEGO TERAZ TYLE TRZEBA CZEKAÆ A DAWNIEJ WYSTARCZY£ 1 DZIEÑ? "
"4496","dlaczego usuwacie posty?? "
"4497","wrz-12"
"4498","kiedy mogê liczyæ na odcinek 6 seznu 6 z napisami? czekamy od kilku dni.."
"4499","Wiadomo co z napisami do Revenge? "
"4500","Witam kiedy w koñcu bêdzie mo¿na zobaczyc kolejne odcinki Californication? nie mogê siê doczekaæ.."
"4501","co jest? nawet jednego odcinka nie mo¿na obejrzeæ ,, Jak pozna³em wasz¹ matkê,, bo te playery rozl¹czaj¹ w po³owie i nakazuj¹ rejestrowaæ siê :("
"4502","Przykra sprawa ale muszê zrezygnowaæ z waszej stronki. Po upadku megavideo zrobi³ siê bajzel. O rozumie musieliœcie szybko to jakoœ ogarn¹æ. Jednak z up³ywem czasu dzieje siê u was coraz gorzej. Praktycznie nic nie mo¿na obejrzeæ bo zaczêliœcie promowaæ strony za które trzeba p³aciæ Byliœcie fajni ale to by³o dawno wiêc nie bêdê korzysta³ ju¿ waszej stronki, a przynajmniej do czasu kiedy wrócicie do dawnych zasad. I proszê przestañcie og³aszaæ siê, ¿e jesteœcie stron¹ darmow¹, bo to ju¿ dawno nieprawda."
"4503","co siê sta³o z odsiebie.pl ? nie ma u Was linków to odsiebie.. "
"4504","tlumaczyc alcatraz kufa"
"4505","Because the effort is worth the creativity.... Cognizance Iit Roorkee brings you \Creative Pitcha\"" a fun filled game... Get started here.... https://www.facebook.com/photo.php?fbid=280447372028402&set=a.234465489959924.55713.217963184943488&type=1&theater"""
"4506","Hej, napisy do ostatnich 3 odcinków Hart of Dixie s¹ strasznie niedopasowane! Da siê coœ z tym zrobiæ? "
"4507","ledwo wlaczylam maxvideo i juz po 3 minutach skonczyl mi sie limit. wrzucta tych skinsow na jakis normalny serwer. boze dlaczego oni zniszczyli megavideo :( niby limit byl ale dZialal normalnie rpzynajmniej"
"4508","dok³adnie - uaktualnijcie listê subskrypcji ;) Szkoda ¿e na platformie nie ma Ashes to Ashes i Life on Mars (UK) - jest tylko usa ;/"
"4509","najlepiej na anyfiles"
"4510","Te¿ czekam na Alcatraz ju¿ sporo czasu... wtf?"
"4511","usa jest lepszy :P"
"4512","Rodzinka.pl pojawi³a siê na iiTV.info - najlepsze seriale online http://iitv.info/rodzinka-pl/ ! ;)"
"4513","Najlepsza strona na której mozna ogl¹daæ filmy. PAMIÊTNIKI WAMPIRÓW - I LOVE IT"
"4514","FANTASTIC"
"4515","absolutnie siê nie zgadzam ;p Being Human UK jest lepsze, LoM te¿ - zgrabnie opowiedziana historia a nie rozwleczone i na sile zakoñczone jak w wersji usa - no i ten akcent. Amerykanie chlapi¹ jêzykiem, a Anglika a¿ chce siê s³uchaæ ;)"
"4516","lubiê to"
"4517","co sie dzieje z californication ?"
"4518","ale serio - szkoda ¿e nie ma Ashes to Ashes :("
"4519","no kurde bo wg waszego kalendarza to juz drugi odcinek zalicza obsuwe..."
"4520","apropo rodzinki \This file doesn't exist, or has been removed.\"""""
"4521","gdybyœcie dodali tak¿e serial \Fresh Meat\"", by³oby œwietnie;]"""
"4522","pora¿ka. A serial niez³y :)"
"4523","Kto jeszcze czeka na Wojnê o tron sez. 2 ? :) "
"4524","przy modern family sa tylko wersje bez napisow. czy cos sie zmienilo?"
"4525","oooo :D"
"4526","No, w koñcu napisy!"
"4527","Móglby ktos wrzucic Once Upon a Time na innym odtwarzaczu? Bardzo Was prosze. "
"4528","Odcinek 15 z sezonu 1 ju¿ z napisami!"
"4529","ano w³aœnie! w ogóle o Hart of Dixie nie dbacie... kawa³ czasu trzeba czekaæ na napisy"
"4530","nareszcie ;D"
"4531","no w koncu :>"
"4532","o, juz mryga, zajawa !"
"4533","Oooo <3"
"4534","dobrze ze chocia¿ Georgina troche miesza bo to by by³a juz zupe³na nuda."
"4535","super uwielbiam ten serial"
"4536","Jest jakaœ mo¿liwoœæ abyœcie zaczêli wrzucaæ serial Zabójcy (Those Who Kill) ? Zapowiada siê co najmniej ciekawie z tego co wyczyta³em w opisach i bodaj¿e dwa odcinki ju¿ ujrza³y œwiat³o dzienne,lub nawet wiêcej,ale o tym informacji ju¿ nie posiadam,z góry dziêki za przemyœlenie tej propozycji :-)"
"4537","Jane By Design i Switechad and bitch nie ma wersja napisy PL:-("
"4538","To przy okazji : Jane by design -kolejne odcinki bez t³umaczenia ;("
"4539","Hej :) Kiedy spodziewaæ siê nowych odcinków Terra Nova?"
"4540","o czym to jest? tak ogólnie?"
"4541","DŸwiêk siê trochê póŸni w CSI: Miami s10e14 Last Straw"
"4542","Maniek, tylko ¿e angelski serial jest nudny i wykupiony od USA mówiê o LoM, pocz¹tek pierwszego odcinka zachêca do ogl¹dania nastêpnych, a w angielskiej serii jest rutyna"
"4543","Odcinek 8 z sezonu 5 ju¿ z napisami!"
"4544","No w koñcu :) nie mog³em siê doczekaæ :)"
"4545","I gdzie te napisy? ..."
"4546","http://iitv.info/californication/s05e08-raw.html -> Zobacz linki do pozosta³ych hostingów"
"4547","hell yeah !"
"4548","chyba jak sobie przet³umacze to bd mia³ napisy .."
"4549","wejdŸcie pod filmem w \ zobacz inne hostingi\"" czy jakoœ tak :) tam znajdziecie :)"""
"4550","thx : )"
"4551","ooooo yeeeaaaaaahhhhh!!!"
"4552","w koñcu kurwa ;D"
"4553","biedny charlie;/"
"4554","od kiedy jest limit na streamo?? nowosc"
"4555","A kiedy bêd¹ odcinki Jane By Design z napisami ; (( ?"
"4556","http://www.stumbleupon.com/su/AIBGFs/insidetv.ew.com/2012/03/05/terra-nova-cancelled/ Terry novy ju¿ nie bêdzie, tak samo Alcatraz, zostan¹ prawdopodobnie sprzedane,tj. Life on mars"
"4557","Œci¹gnijcie sobie Open subbitles Player i on bêdzie œci¹ga³ najnowsze napisy, nawet te, których jeszcze nie ma na iitv"
"4558","hmmm, sprzedaliœcie domene?"
"4559","Czemu nowy Family guy to jest stary family guy O.o?  Z³y odc zosta³ wstawiony"
"4560","Kiedy mozna liczyc na Polska wersje dwoch ostatnich odcinkow nowej serii Top Gear?"
"4561","Witam, mam pytanie odnoœnie serialu Southland. Grupa Hatak opublikowa³a napisy do 4 sezonów, natomiast na waszej stronie z napisami jest tylko 1 i 2. Coœ siê z tym zrobi?"
"4562","witam, chcialabym jakos zglosic ze najnowszy odcinek family guya w wersji z napisami s10e15 Burning Down the Bayit po odtworzeniu okazuje sie byc odcinkiem 13 tom tucker bla bla bla,  , natomiast wersja bez napisow dziala bardzo dobrze. dziekuje"
"4563","Ostrze¿enie - 14 odcinek Once Upon A Time na xvidstream ma okrutnie przyspieszon¹ œcie¿kê dŸwiêkow¹."
"4564","co z kolejnym odcinkiem?"
"4565","Mam marzenie... By³oby wyœmienicie, gdybyœcie zamieœcili \Saving Grace\""."""
"4566","chcia³bym ¿ebyœcie dodali ostatnie dwa odcinki  ten 5x01 - The Peacekeeper Wars Part 1 - Wojny Rozjemców cz.1  i ten  5x02 - The Peacekeeper Wars Part 2 - Wojny Rozjemców cz.2"
"4567","Witam. Chcia³am zg³osiæ ¿e w serialu The Lying Game w 14 odcinku nie ma napisów."
"4568","Droga za³ogo iitv czy to nie najwy¿sza pora aby z Waszej stronki zniknê³a informacja, ¿e jesteœcie stron¹ bezp³atn¹? Przecie¿ od upadku Megavideo to ju¿ nie jest prawda i wprowadzacie ludzi w b³¹d. Wiêkszoœæ linków do seriali umieszczonych na stronie jest z maxvideo gdzie za darmo nie da siê obejrzeæ nawet 5 minut. Zreszt¹ po co ten dualizm? Nie ³atwiej zmieniæ nazwê na maxvideo? Przecie¿ obecna strona nie ma nic z tego czym w przesz³oœci by³o iitv. Pozdrawiam"
"4569","http://tv.ominlimit.pl  i po problemie."
"4570","widzialam reklame i tez jestem zainteresowana tym serialem :-)"
"4571","Dziêki za link. Sprawdzê czy to dzia³a. Nie zmienia to w ¿aden sposób mojej oceny obecnych dzia³añ iitv. Bardzo mi przykro, ¿e strona zmieni³a siê na gorsze:("
"4572","niedawno skoñczy³em ogl¹daæ dwa pierwsze odcinki i jest naprawdê dobry,charakterystyczni bohaterowie i nieoklepana fabu³a,na chomiku jest dostêpnych kilka linków,na dodatek z lektorem,wiêc polecam"
"4573","zlitujcie siê, dajcie t³umaczenie The Good Wife s3e14."
"4574","no nie, teraz jeszcze dowalili limit na streamo i to juz po 22 minutach ogladania ;/"
"4575","Albo mi siê wydaje, albo nowy odcinek Skinsów jest bez g³osu.."
"4576","napisy do skinsów dajcie :D"
"4577","A co z napisami do Hart of dixie 14 ?"
"4578","Detektyw Murdoch   za 5 dni: s5e3 Evil Eye Of Egypt  a na waaszej stronie stanê³o wszystko na 4 sezonie :("
"4579","Kiedy bêdzie RSS na stronie g³ównej?"
"4580","Odcinek 7 z sezonu 6 ju¿ z napisami!"
"4581","co z 15 odcinkiem?"
"4582","Zag³osujciê na mnie :) Brakuje mi kilku g³osów.. i 4 minuty do koñca konkursu :DD https://www.facebook.com/?sk=question&id=359332727425355&post_id=373237976034830"
"4583","Kiedy bêdziecie mieæ Chirurgów s08e17 ? :( "
"4584","no nie :D teraz to na pewno siê nie zaczne uczyæ :D"
"4585","Serdecznie dziêkujê za 3 nowe odcinki Alcatraz :)"
"4586","@Ewelina - jest hiatus do 2. kwietnia."
"4587","Co z Revenge i Smash?"
"4588","A do 20 nie ma jeszcze napisów."
"4589","I grzecznie proszê o Rzekê na innym hostingu :)"
"4590","eeeee!"
"4591","super ze wrzuciliscie skinsow tylko nawet sekundy nie obejrzalam a juz mi sie limit skonczyl. 'kochane' maxvideo"
"4592","ja sie poswiecilam i wydalam 5zl na to"
"4593","ja nie mam 15 zl na goorala dzis, a na skinsow bede wydawac! jutro obejrze hehe. 2 zl na chomikuj jak pobeirasz :) przeplacilas :)"
"4594","ja po drugim pokoleniu juz nie mialem serca zaczynac nowego xd i ogladam sobie gre o tron ;d"
"4595","Brakuje Wam 10 odcinka ostatniego sezonu Psycha. To tak btw ;) "
"4596","maxwideo po 15min ogladania przerywa i informuje o przymusie rejestracji,niby darmowa,ale po zarejestrowaniu pisze ze zeby dalej ogladac trzeba wykupic lepszy pakiet;/"
"4597","No w³aœnie?! Prosimy o napisy! :)"
"4598","Kiedy nastêpny odcinek the Walking Dead? "
"4599","w poniedzia³ek"
"4600","nie bedzie juz ;p"
"4601","Odcinek 8 z sezonu 1 ju¿ z napisami!"
"4602","fajne ;)"
"4603","nareszcie :D"
"4604","Chcia³am dac znac, ze nie dzialaja linki do Pretty Little Liars na putlocker ;)"
"4605","Napisy do Revenge to siê kiedyœ pojawi¹ :)?"
"4606","w³asnie , kiedy pojawi¹ sie chirurdzy s08e17 ?"
"4607","postarajcie siê o napisy do Big Bang Theory, bo nie jestem w stanie tego ogladac bez porzadnego tlumaczenia! Odcinek wyszedl juz dawno, wiec na pewno gdzies mozna te napisy znalezc.."
"4608","ju¿ od 5 dni jest nowy odcinek Californication... a u was zastój... nie lubie."
"4609","cichutko Agata ;p"
"4610","nie."
"4611","Ale przy niektórych serialach, ¿eby znaleŸæ dobry hosting to trzeba siê natrudziæ. W \Dexterze\"" jest bez problemów, ale np. w \""Breaking Bad\"" s¹ du¿e problemy, ¿eby te odcinki ogl¹daæ. Np. przy streamo.tv jest napisane, ¿e trzeba siê zarejestrowaæ, ¿eby ogl¹daæ serial BEZ LIMITU, a odcinek i tak siê wy³¹cza po 22 minutach i trzeba czekaæ godzinê. To chyba trochê przesada - czekaæ godzinê, ¿eby obejrzeæ 22 minuty? :/ Nie da³oby siê tego przerzuciæ na hostingi \""dexterowe\"", te dzia³aj¹ naprawdê bez zarzutu."""
"4612","jak to?"
"4613","Chcia³am przed chwil¹ obejrzeæ 1 odcinek 2 sezonu La femme Nikita i okaza³o siê,¿e wrzucone s¹ tam odcinki tej nowej wersji serialu z 2010."
"4614","a co z napisami do 2 ostatnich odcinków Pan Am? czy¿by wszyscy o tym zapomnieli...? :/ "
"4615","bardzo proszê o napisy do Lost Girl -  ostatni odcinek :) dziekuje!"
"4616","Napisy do spartacusa poprosze ;) nie chce czekac znowu 3dni hehe zlitujcie sie"
"4617","dlaczego wci¹¿ nie ma napisów do 6 odcinka Spartacus: Vengance?"
"4618","Chcia³am zwróciæ uwagê na to, ¿e pod X-men Evolution s¹ odcinki anime, a nie kreskówki z Cartoon Network ;) fajnie by³oby to zmieniæ. Brakuje te¿ odcinka drugiego."
"4619","Super..! ale dodajcie jeszcze The Almighty Johnsons 1 odcinek z sezonu 1 proszeee.! ;)"
"4620","bardzo proszê o napisy do hart of dixie ;)"
"4621","Dodajcie napisy do Jane by Design! Proooszê! :D"
"4622","czy nie znalaz³aby siê wersja najnowszego odcinka Spartacusa z normalnymi napisami a nie takimi z translatora :)"
"4623","maxvideo jest do kitu!"
"4624","Ominlimit nie dzia³a."
"4625","dajcie E16 z DH, plisss!"
"4626","Mam ma³e pytanko, co siê sta³o z serialem \switched at birth\"" ???"""
"4627","a kiedy bêd¹ napisy do Gotowe na wszystko i The walking dead? D:"
"4628",":D*"
"4629","Jane by Design proszeeeeeee"
"4630","S¹ ju¿ napisy do Californication - At the movies  Wrzucajcie jak najszybciej ^^ http://grupahatak.pl/napisy/127/Californication/"
"4631","czemu nie ma napisów do odcinka Mini-Mogul ?"
"4632","Czeœæ, moglibyœcie nie dodawaæ kolejnych odcinków Spartakusa w napisami t³umaczonymi w translatorze? Z góry dziêki"
"4633","napisane jest ze premiera juz powinna byc, a odcinka nie ma.... skins i glee. :("
"4634","mozecie dodac jakies inne hostingi do 7 odc Spartacusa Vengeance? Te dwa s¹ beznadziejne;/"
"4635","Odcinek 9 z sezonu 5 ju¿ z napisami!"
"4636","ogl¹damy wiêc :D"
"4637","dziêki mia³em siê uczyæ :D"
"4638","nie wytrzyma³em, wczoraj od razu po robocie z torrentów po ang ^^"
"4639","w koñcu dobry odcinek, chyba 3 w tym sezonie, w którym coœ siê dzieje, ale nie bêdê spoilowa³ :x"
"4640","sma¿ê popcorn, biorê psa na kolana i ogl¹damy  ;D"
"4641","Wreszcie, nie mog³em siê doczekaæ tych dobrych dupek :d"
"4642","wczoraj wieczorem ju¿ bylo ;)"
"4643","W czym mo¿e byæ problem, obojêtnie jaki odcinek obojêtnie jakiego serialu, zawsze jeden komunikat, 'video not found'.."
"4644","Dok³adnie, póŸno wrzucacie napisy. Wczoraj wieczorkiem juz obejrzalem."
"4645","Móg³by ktoœ wrzuciæ CSI: Miami na inn¹ strone? bo maxvideo niestety nie chodzi mi ;/ z góry dziêkuje :)"
"4646","BEDZIE TEN NOWY ODCINEK SPARTACUSA(7) Z NORMALNYMI NAPISAMI? CZY TYLKO Z TRANSLATORA ?"
"4647","napisy z translatora w Spartacusie to jakieœ jaja czy co ?"
"4648","a czy mo¿na prosiæ Desperate Housewives 8x16 na innym serwerze ? np. odsiebie.pl ?"
"4649","kiedy nowe odcinki chirurgow? "
"4650","s¹ ju¿, ale mi nie chce odtwarzaæ na xvidstream i xvidstage, a na maxvideo wyœwietla mi siê tylko 6 minut... :<"
"4651","dlaczego jest tylko 6 minut desperatek?"
"4652","w³aœnieeeeeeee"
"4653","wgl nie da siê ogl¹daæ spartakusa"
"4654","spartacus idzie normalnie, ogladajcie na anyfiles! ale do 7odc sa beznadziejne hostingi;//"
"4655","kiedy mo¿na siê spodziewaæ najnowszego odcinka Pretty Little Liars na anyfiles.pl??"
"4656","pod innymi linkami jest ok, tylko na maxvideo jest fragment."
"4657","dajcie jakiœ inny odtwarzacz gotowych na wszystko "
"4658","16 odcinek jest wstrzasajacy.... chyba nie lubie scenarzystow"
"4659","Zamiast s02e08 pl jest s02e07 pl, Shameless. ZRÓBCIE COŒ Z TYM"
"4660","7odcinka  nie da siê obejrzeæ :("
"4661","Maxvideo to oszuœci. Po wykupieniu konta premium i u¿ytkowaniu przez dziesiêæ godzin odliczyli 24 h(to ju¿ drugi raz). Na ich stronie nie mo¿na wys³aæ za¿alenia. Kto nie ma ochoty p³aciæ za FREE niech siê trzyma z dala. Ps. wiem ¿e to nie ten temat, ale ostrzec ludzi trzeba"
"4662","Od kiedy zamknêli megavideo w ogóle s¹ problemy z ogl¹daniem bez limitu. :/"
"4663","wrzucajcie filmy na putlockera czy cos co dzia³a a nie jakies wtyczki, sryczki i ogolnie gownem zaczyna smierdziec ta strona bo polowa filmów nie dzia³a"
"4664","Przecie¿ nic nie mo¿na obejrzeæ,sorry ale najlepiej odtwarza na anyfiles jednak niw wrzucaja tam tylko na jakieœ chore maxvideo,szkoda ehhh "
"4665","A ja nie moge obejrzec na tym odtwarzaczu http://xvidstream.net/unht0ccy9x05  ;/;/"
"4666","Katarzyna Socko Mo¿e musisz pobraæ wtyczkê? Ja musia³em. Beznadziejne s¹ te odtwarzacze..."
"4667","jak ju¿ ktoœ zajmuje siê t³umaczeniem napisów to niech to robi do koñca :) Odcinek z Liv w Skinsach ma spore luki :)"
"4668","Czy najuprzejmiej mogê zwrócic uwagê niezajêtych niczem t³umaczy na Suburgatory?"
"4669","Odcinek 16 z sezonu 8 ju¿ z napisami!"
"4670","Nie bêdzie"
"4671","fajny odcinek ale smutny koniec.....  Mike :((("
"4672","niestety mi sie pojawia tylko 6 min odcinka :("
"4673","Anyfiles, dzieki !!!!"
"4674","mnie te¿ 6 min"
"4675",":(((( to chyba najlepszy sezon, szkoda, ¿e taki smutny......:(:(:("
"4676","dziêki za spojlera;/"
"4677","ale spoiler lol"
"4678","http://video.anyfiles.pl/videos.jsp?id=19863#"
"4679","ju¿ jest ok :)"
"4680","no po pierwszym komentarzu nie sposób siê nie zorientowaæ co siê  najprawdopodobniej stanie;]"
"4681","dobrze ze ogladalam odcinek to juz mnie nie zszokuje fakt :D ale i tak jestem w ¿a³obie ;("
"4682","przegiêli;/ mam tyko cich¹ nadziejê co do Lynette i Toma;/"
"4683","mega smutne zakoñczenie odcinka....:("
"4684","odtwarza mi siê tylko kilka pierwszych minut odcinka  :(:("
"4685","nie wiem dlaczego akurat tak to wymyslili.... szkoda"
"4686","ja pobralam wtyczke i jest ok"
"4687","czmu sa jakies pod odcinki;/ makabra"
"4688","hej ch³opaki, hej, dziewczyny, planujecie mo¿e wrzuciæ resztê odcinków boston public? :)"
"4689","Odcinek 24 z sezonu 2 ju¿ z napisami!"
"4690","wiem :D"
"4691","prawdziwi fani to i bez napisów obejrz¹ :D dziêki!"
"4692","to dziœ wieczorem seans ;D"
"4693","bardzo smutny odcinek :(((("
"4694","dalej nie ma napisów :(a ktoœ umar³??"
"4695","najlepszy odcinek ever. <3"
"4696","kiedy nastêpny odcinek Gossip Girl??"
"4697","a kiedy bed¹ napiosy?"
"4698","do dupyyy!!! ale jestem z³a no jak mo¿na zabiæ Mike'a ?! scenarzysci poje*yy!"
